customer_id,home_market,signup_date,age_group,income_group,home_area_type,acquisition_channel,device,loyalty_member,prior_rides,prior_spend,prior_promotions_used,days_since_last_ride,prior_avg_rating,prior_complaints
C04748,Lake City,2024-02-20,55-64,$35k-$59k,Inner suburb,Partnership,iOS,0,0,0.0,0,437,4.9,0
C04749,Northport,2022-06-29,25-34,,Inner suburb,Organic,iOS,1,1,17.77,0,11,4.63,0
C04750,Northport,2022-01-07,65+,,Outer suburb,Social media,iOS,0,5,94.3,1,33,4.3,0
C04751,Lake City,2024-01-07,55-64,$60k-$89k,Outer suburb,Referral,Android,0,2,61.58,0,27,4.84,0
C04752,Mesa Vista,2022-07-11,18-24,Under $35k,Inner suburb,Organic,iOS,1,3,65.51,1,15,4.68,0
C04753,Lake City,2024-10-28,65+,$35k-$59k,Outer suburb,Paid search,iOS,0,6,126.2,2,1,4.75,0
C04754,Grand Junction,2022-05-24,45-54,$35k-$59k,Inner suburb,Paid search,iOS,0,1,24.23,0,28,4.55,0
C04755,Grand Junction,2022-09-18,55-64,Under $35k,Outer suburb,Referral,iOS,0,4,51.9,0,56,4.59,0
C04756,Northport,2024-11-15,25-34,Under $35k,Urban core,Social media,Android,0,4,35.31,0,75,4.65,0
C04757,Mesa Vista,2022-02-23,35-44,$60k-$89k,Urban core,Paid search,Android,0,1,25.22,0,18,4.54,0
C04758,Mesa Vista,2023-12-26,55-64,$60k-$89k,Urban core,Referral,iOS,1,1,18.65,1,11,,0
C04759,Mesa Vista,2024-02-11,35-44,$90k-$124k,Urban core,Organic,iOS,0,12,301.81,3,24,4.93,0
C04760,Riverton,2024-12-23,45-54,Under $35k,Inner suburb,Organic,Android,0,5,117.11,0,31,5.0,0
C04761,Mesa Vista,2024-08-16,35-44,$35k-$59k,Outer suburb,Referral,iOS,0,9,112.34,0,4,4.28,1
C04762,Northport,2023-05-01,25-34,$35k-$59k,Outer suburb,Organic,iOS,0,0,0.0,0,444,4.58,0
C04763,Lake City,2024-11-21,35-44,$90k-$124k,Inner suburb,Referral,Android,1,15,452.28,4,2,4.84,1
C04764,Lake City,2023-04-17,45-54,$35k-$59k,Inner suburb,Referral,iOS,0,9,194.1,2,42,4.64,0
C04765,Northport,2023-11-02,25-34,,Urban core,Organic,Android,0,1,10.54,0,62,4.44,0
C04766,Riverton,2023-10-24,35-44,$60k-$89k,Outer suburb,Organic,iOS,1,5,146.62,2,2,4.95,0
C04767,Lake City,2022-08-03,35-44,$60k-$89k,Urban core,Social media,iOS,0,0,0.0,0,201,4.77,0
C04768,Grand Junction,2023-03-17,25-34,$60k-$89k,Inner suburb,Organic,iOS,0,3,58.69,0,14,5.0,0
C04769,Riverton,2022-08-16,25-34,$90k-$124k,Inner suburb,Organic,iOS,0,2,52.99,0,30,4.56,0
C04770,Mesa Vista,2022-05-30,35-44,$35k-$59k,Inner suburb,Referral,iOS,0,39,793.26,5,20,4.41,0
C04771,Mesa Vista,2022-04-18,45-54,$35k-$59k,Urban core,Social media,Android,0,0,0.0,0,436,4.66,0
C04772,Northport,2022-02-26,18-24,$60k-$89k,Inner suburb,Organic,Android,0,0,0.0,0,202,4.56,0
C04773,Northport,2022-11-06,35-44,$90k-$124k,Urban core,Organic,iOS,1,43,1166.2,1,68,5.0,0
C04774,Northport,2023-09-12,25-34,Under $35k,Inner suburb,Referral,iOS,0,12,93.36,2,59,4.43,0
C04775,Mesa Vista,2024-04-12,25-34,Under $35k,Inner suburb,Referral,Android,0,1,20.45,0,11,4.93,0
C04776,Northport,2022-06-05,18-24,$35k-$59k,Outer suburb,Referral,iOS,0,4,67.55,1,75,5.0,0
C04777,Lake City,2023-01-30,65+,$35k-$59k,Inner suburb,Paid search,iOS,1,4,110.22,1,66,4.58,1
C04778,Riverton,2024-02-02,25-34,$35k-$59k,Urban core,Referral,Android,1,11,117.88,2,3,5.0,0
C04779,Mesa Vista,2023-04-27,55-64,$35k-$59k,Outer suburb,Paid search,iOS,0,8,166.73,3,18,4.26,0
C04780,Grand Junction,2023-12-08,25-34,$35k-$59k,Inner suburb,Paid search,iOS,1,6,141.23,2,7,4.76,0
C04781,Mesa Vista,2024-04-25,55-64,Under $35k,Outer suburb,Organic,iOS,0,6,75.7,1,46,4.64,0
C04782,Northport,2023-07-11,35-44,$60k-$89k,Inner suburb,Paid search,iOS,0,2,45.92,0,50,4.59,0
C04783,Lake City,2023-01-29,18-24,Under $35k,Outer suburb,Referral,iOS,0,8,161.85,2,16,4.63,0
C04784,Mesa Vista,2022-03-22,25-34,$125k+,Inner suburb,Paid search,iOS,0,8,198.42,2,7,4.82,1
C04785,Grand Junction,2024-04-01,18-24,$60k-$89k,Inner suburb,Organic,iOS,0,0,0.0,0,171,4.36,0
C04786,Northport,2023-07-29,18-24,Under $35k,Urban core,Organic,Android,0,2,34.34,0,34,4.88,0
C04787,Northport,2023-09-20,35-44,$35k-$59k,Outer suburb,Referral,iOS,0,1,21.33,1,19,5.0,0
C04788,Grand Junction,2022-03-07,45-54,$125k+,Urban core,Organic,iOS,0,0,0.0,0,335,4.97,0
C04789,Mesa Vista,2023-05-25,18-24,$35k-$59k,Urban core,Organic,Android,0,0,0.0,0,404,4.71,0
C04790,Riverton,2023-11-07,65+,$90k-$124k,Outer suburb,Paid search,Android,0,4,112.92,0,12,4.49,3
C04791,Lake City,2024-05-10,45-54,$35k-$59k,Urban core,Referral,iOS,0,1,23.12,1,50,4.88,0
C04792,Mesa Vista,2024-04-21,25-34,$90k-$124k,Outer suburb,Organic,Android,0,1,34.15,0,21,4.85,0
C04793,Lake City,2024-04-28,25-34,$60k-$89k,Inner suburb,Referral,Android,0,6,158.54,3,16,4.98,1
C04794,Lake City,2023-06-13,45-54,$90k-$124k,Urban core,Partnership,iOS,0,4,110.98,0,17,4.85,0
C04795,Northport,2023-01-27,35-44,,Outer suburb,Social media,Android,0,1,25.04,0,38,4.39,0
C04796,Mesa Vista,2022-01-17,25-34,$60k-$89k,Inner suburb,Partnership,iOS,0,17,454.26,5,10,4.98,1
C04797,Northport,2023-08-17,45-54,$60k-$89k,Inner suburb,Paid search,Android,0,3,72.66,1,18,4.63,1
C04798,Mesa Vista,2023-05-08,55-64,$60k-$89k,Outer suburb,Organic,Android,0,0,0.0,0,173,4.65,0
C04799,Grand Junction,2023-10-18,35-44,$35k-$59k,Inner suburb,Organic,Android,0,2,44.12,0,36,5.0,0
C04800,Riverton,2022-03-21,25-34,$60k-$89k,Inner suburb,Paid search,iOS,0,0,0.0,0,474,4.54,0
C04801,Mesa Vista,2022-11-27,35-44,$60k-$89k,Inner suburb,Paid search,Android,1,70,1366.93,3,4,4.58,1
C04802,Mesa Vista,2024-12-28,25-34,$35k-$59k,Urban core,Organic,Android,0,0,0.0,1,281,4.75,0
C04803,Riverton,2024-03-05,25-34,$60k-$89k,Inner suburb,Organic,iOS,0,0,0.0,0,368,4.89,0
C04804,Mesa Vista,2022-12-18,45-54,$60k-$89k,Outer suburb,Partnership,iOS,0,8,147.81,1,3,4.49,1
C04805,Grand Junction,2022-01-15,55-64,$60k-$89k,Urban core,Social media,iOS,0,2,35.71,0,18,4.75,0
C04806,Northport,2024-03-13,35-44,$35k-$59k,Outer suburb,Organic,Android,0,0,0.0,0,321,4.7,0
C04807,Lake City,2024-03-20,55-64,Under $35k,Urban core,Referral,Android,1,6,182.63,0,10,4.92,0
C04808,Northport,2023-10-21,35-44,$35k-$59k,Urban core,Organic,iOS,0,1,15.2,0,18,4.81,0
C04809,Northport,2024-07-25,45-54,$90k-$124k,Urban core,Referral,iOS,0,1,18.98,0,6,4.25,0
C04810,Northport,2022-05-20,45-54,$35k-$59k,Urban core,Organic,Android,0,2,23.65,0,14,4.66,0
C04811,Northport,2024-05-23,55-64,$90k-$124k,Urban core,Organic,iOS,0,1,26.18,0,4,4.78,1
C04812,Northport,2024-03-31,35-44,$35k-$59k,Inner suburb,Referral,iOS,0,8,116.26,1,31,5.0,0
C04813,Lake City,2024-02-19,18-24,$35k-$59k,Outer suburb,Referral,iOS,0,15,194.78,3,66,5.0,0
C04814,Lake City,2024-01-18,25-34,$35k-$59k,Inner suburb,Paid search,iOS,0,5,71.64,3,1,5.0,0
C04815,Lake City,2023-04-04,35-44,$60k-$89k,Outer suburb,Referral,iOS,0,2,51.25,1,2,4.64,1
C04816,Lake City,2022-03-25,35-44,$35k-$59k,Inner suburb,Organic,iOS,0,5,117.03,2,2,4.91,0
C04817,Riverton,2022-10-27,35-44,Under $35k,Urban core,Referral,Android,0,4,53.33,1,8,4.85,0
C04818,Mesa Vista,2023-05-09,25-34,$35k-$59k,Inner suburb,Organic,Android,0,1,16.07,0,101,4.58,0
C04819,Lake City,2023-02-23,25-34,$90k-$124k,Outer suburb,Social media,Android,0,4,115.8,1,6,4.84,0
C04820,Riverton,2024-09-23,45-54,$90k-$124k,Outer suburb,Referral,iOS,0,6,141.13,1,17,4.73,0
C04821,Northport,2024-04-27,25-34,$35k-$59k,Inner suburb,Social media,iOS,1,34,625.03,5,27,4.36,0
C04822,Riverton,2024-03-02,18-24,$35k-$59k,Urban core,Referral,iOS,0,5,83.28,0,11,4.71,1
C04823,Grand Junction,2024-05-20,18-24,$35k-$59k,Outer suburb,Partnership,iOS,0,0,0.0,0,254,4.8,0
C04824,Lake City,2024-04-17,18-24,$60k-$89k,Outer suburb,Partnership,iOS,0,12,281.18,2,53,4.65,0
C04825,Northport,2022-06-30,45-54,$125k+,Inner suburb,Partnership,Android,0,0,0.0,0,198,,0
C04826,Riverton,2022-04-22,18-24,Under $35k,Inner suburb,Partnership,Android,0,0,0.0,1,446,4.41,0
C04827,Riverton,2024-09-21,35-44,$35k-$59k,Urban core,Referral,iOS,0,20,542.65,3,4,4.77,2
C04828,Grand Junction,2024-04-21,55-64,$125k+,Urban core,Organic,Android,1,17,503.37,3,27,4.56,1
C04829,Northport,2022-01-16,18-24,$35k-$59k,Inner suburb,Social media,iOS,1,3,64.19,1,1,4.56,0
C04830,Riverton,2024-12-25,45-54,,Urban core,Organic,Android,0,5,89.25,2,3,4.35,0
C04831,Lake City,2024-03-25,35-44,,Urban core,Partnership,iOS,0,24,528.7,0,36,5.0,0
C04832,Northport,2023-04-17,45-54,,Urban core,Paid search,iOS,0,12,264.3,4,86,4.49,1
C04833,Lake City,2022-09-15,35-44,,Inner suburb,Organic,iOS,1,4,72.27,0,1,4.91,0
C04834,Northport,2024-05-15,25-34,$125k+,Inner suburb,Paid search,iOS,1,9,237.64,4,15,4.3,0
C04835,Mesa Vista,2023-06-09,35-44,Under $35k,Urban core,Referral,iOS,0,7,127.01,1,35,4.98,0
C04836,Mesa Vista,2022-05-11,18-24,Under $35k,Inner suburb,Referral,iOS,0,0,0.0,0,418,4.67,0
C04837,Riverton,2023-10-06,55-64,$60k-$89k,Inner suburb,Referral,Android,1,5,140.94,1,29,4.67,0
C04838,Riverton,2023-06-03,18-24,$35k-$59k,Outer suburb,Partnership,iOS,0,7,230.96,0,55,4.84,0
C04839,Northport,2023-09-01,65+,$125k+,Urban core,Organic,iOS,1,2,43.1,1,24,4.38,0
C04840,Riverton,2024-07-06,45-54,$125k+,Urban core,Referral,Android,1,30,388.67,2,48,,1
C04841,Lake City,2022-12-23,65+,Under $35k,Urban core,Referral,iOS,0,2,46.75,1,6,5.0,0
C04842,Mesa Vista,2022-04-03,25-34,$60k-$89k,Inner suburb,Referral,iOS,0,12,260.49,1,1,5.0,0
C04843,Riverton,2023-02-02,55-64,$60k-$89k,Urban core,Partnership,iOS,0,5,98.2,2,6,4.93,1
C04844,Mesa Vista,2023-06-16,18-24,$35k-$59k,Inner suburb,Social media,iOS,0,2,39.92,0,2,4.72,0
C04845,Lake City,2024-12-27,45-54,$125k+,Inner suburb,Partnership,iOS,0,18,367.73,3,56,5.0,0
C04846,Riverton,2023-03-09,25-34,$35k-$59k,Outer suburb,Referral,iOS,0,3,60.44,0,50,4.54,1
C04847,Northport,2024-09-20,45-54,$125k+,Outer suburb,Referral,Android,0,32,943.66,5,63,4.41,0
C04848,Mesa Vista,2024-04-20,35-44,Under $35k,Outer suburb,Organic,iOS,0,2,34.8,0,14,4.4,0
C04849,Northport,2023-05-09,18-24,$35k-$59k,Outer suburb,Social media,Android,0,1,21.72,0,10,4.55,0
C04850,Grand Junction,2024-07-03,25-34,$90k-$124k,Urban core,Organic,iOS,0,10,281.44,1,14,5.0,0
C04851,Northport,2022-01-24,55-64,$125k+,Inner suburb,Paid search,iOS,1,12,219.31,3,12,5.0,0
C04852,Grand Junction,2022-10-03,25-34,$35k-$59k,Urban core,Organic,Android,0,0,0.0,0,343,4.98,0
C04853,Lake City,2023-02-11,45-54,$60k-$89k,Urban core,Referral,iOS,0,5,51.39,1,15,4.77,0
C04854,Northport,2023-07-14,35-44,,Inner suburb,Referral,Android,0,4,62.97,2,9,5.0,0
C04855,Northport,2022-11-19,45-54,Under $35k,Urban core,Referral,Android,0,6,139.46,3,97,4.58,0
C04856,Grand Junction,2023-02-18,35-44,$35k-$59k,Inner suburb,Referral,iOS,0,5,123.39,2,64,4.8,0
C04857,Mesa Vista,2022-11-25,35-44,$35k-$59k,Urban core,Referral,iOS,0,2,40.4,0,12,4.94,0
C04858,Mesa Vista,2023-01-19,18-24,$125k+,Urban core,Paid search,Android,1,10,152.1,1,51,,1
C04859,Mesa Vista,2022-11-13,35-44,,Outer suburb,Paid search,iOS,0,12,270.7,2,33,5.0,0
C04860,Lake City,2023-06-01,18-24,$90k-$124k,Urban core,Paid search,iOS,0,2,67.16,0,1,4.73,1
C04861,Mesa Vista,2022-05-27,65+,$125k+,Inner suburb,Referral,Android,0,1,25.5,0,77,4.71,0
C04862,Mesa Vista,2023-03-29,18-24,$60k-$89k,Inner suburb,Paid search,iOS,0,19,423.58,2,16,4.26,0
C04863,Riverton,2024-03-10,35-44,$35k-$59k,Inner suburb,Referral,iOS,0,1,20.86,0,1,5.0,0
C04864,Riverton,2023-10-20,65+,,Outer suburb,Paid search,iOS,0,0,0.0,0,415,4.57,0
C04865,Riverton,2022-12-20,25-34,,Inner suburb,Organic,iOS,0,33,870.3,1,19,4.86,1
C04866,Lake City,2024-06-06,25-34,$125k+,Inner suburb,Paid search,iOS,1,4,146.48,2,20,4.68,0
C04867,Lake City,2024-11-13,45-54,$60k-$89k,Urban core,Paid search,Android,0,16,265.12,3,3,4.54,0
C04868,Lake City,2022-07-30,55-64,$90k-$124k,Inner suburb,Paid search,Android,1,9,193.48,4,6,4.89,0
C04869,Riverton,2023-08-17,55-64,Under $35k,Urban core,Paid search,iOS,0,8,151.24,0,13,3.99,0
C04870,Riverton,2024-01-10,18-24,$90k-$124k,Urban core,Referral,Android,0,4,54.98,1,46,4.47,0
C04871,Riverton,2024-12-23,18-24,Under $35k,Urban core,Organic,Android,0,4,109.54,2,16,4.87,0
C04872,Lake City,2024-07-10,35-44,$60k-$89k,Inner suburb,Organic,iOS,1,15,251.61,2,73,4.8,0
C04873,Northport,2022-08-14,18-24,$35k-$59k,Urban core,Social media,Android,0,1,22.59,1,7,4.5,0
C04874,Grand Junction,2022-12-05,35-44,$90k-$124k,Outer suburb,Paid search,Android,1,18,330.98,1,1,4.82,0
C04875,Lake City,2024-07-10,25-34,Under $35k,Urban core,Paid search,iOS,0,0,0.0,0,403,4.91,0
C04876,Lake City,2022-10-08,35-44,$90k-$124k,Urban core,Partnership,iOS,0,7,147.06,1,14,4.68,0
C04877,Lake City,2023-08-14,45-54,$125k+,Urban core,Referral,Android,0,9,229.38,3,12,5.0,0
C04878,Riverton,2022-05-01,25-34,Under $35k,Urban core,Social media,iOS,0,1,23.85,1,5,4.95,0
C04879,Northport,2022-11-25,55-64,$60k-$89k,Outer suburb,Partnership,Android,0,5,127.32,2,68,4.96,1
C04880,Lake City,2022-05-24,45-54,Under $35k,Inner suburb,Referral,Android,0,5,65.13,0,16,4.83,0
C04881,Riverton,2022-03-09,25-34,$125k+,Inner suburb,Organic,iOS,0,8,190.48,1,37,4.64,0
C04882,Grand Junction,2024-06-09,25-34,,Urban core,Organic,iOS,0,3,74.04,3,90,4.67,0
C04883,Northport,2022-02-01,35-44,$90k-$124k,Inner suburb,Organic,iOS,1,4,87.89,0,7,4.32,0
C04884,Riverton,2024-03-10,18-24,Under $35k,Inner suburb,Organic,Android,0,1,15.95,1,93,4.39,0
C04885,Mesa Vista,2022-07-02,35-44,$125k+,Inner suburb,Paid search,Android,0,1,26.24,1,12,4.87,0
C04886,Mesa Vista,2023-09-30,45-54,Under $35k,Inner suburb,Partnership,Android,1,12,207.02,3,16,4.17,0
C04887,Grand Junction,2024-08-26,25-34,Under $35k,Outer suburb,Organic,iOS,0,2,50.87,1,49,4.66,0
C04888,Mesa Vista,2024-02-11,25-34,Under $35k,Urban core,Paid search,Android,0,3,57.23,1,16,4.33,0
C04889,Mesa Vista,2023-02-04,25-34,$90k-$124k,Inner suburb,Referral,iOS,0,2,42.48,1,86,4.64,0
C04890,Lake City,2024-06-20,45-54,Under $35k,Urban core,Social media,Android,0,0,0.0,0,469,3.93,0
C04891,Mesa Vista,2023-01-26,18-24,$125k+,Inner suburb,Paid search,iOS,0,1,29.17,1,19,4.39,0
C04892,Lake City,2022-03-13,45-54,$60k-$89k,Urban core,Organic,iOS,1,39,1137.65,2,41,4.73,0
C04893,Riverton,2024-02-19,25-34,$125k+,Urban core,Referral,Android,0,3,113.4,0,2,4.58,0
C04894,Riverton,2024-06-12,35-44,$35k-$59k,Inner suburb,Social media,Android,1,9,228.48,4,3,4.56,0
C04895,Grand Junction,2024-11-26,35-44,$125k+,Urban core,Organic,iOS,0,0,0.0,0,184,4.43,0
C04896,Grand Junction,2023-10-03,55-64,Under $35k,Inner suburb,Social media,iOS,0,1,21.29,0,2,4.53,0
C04897,Lake City,2024-12-16,35-44,Under $35k,Urban core,Paid search,Android,0,11,222.92,1,3,4.31,3
C04898,Riverton,2023-09-14,18-24,,Outer suburb,Partnership,iOS,0,3,58.75,0,9,4.91,0
C04899,Riverton,2023-07-25,18-24,$90k-$124k,Urban core,Paid search,Android,1,0,0.0,0,142,4.61,0
C04900,Mesa Vista,2023-03-16,55-64,Under $35k,Urban core,Paid search,Android,0,18,396.1,0,4,5.0,0
C04901,Mesa Vista,2024-09-17,45-54,$125k+,Urban core,Organic,iOS,0,2,48.43,1,40,4.69,0
C04902,Lake City,2023-05-09,45-54,$60k-$89k,Urban core,Paid search,iOS,0,7,132.26,1,10,4.97,0
C04903,Riverton,2022-02-16,25-34,Under $35k,Outer suburb,Paid search,iOS,0,0,0.0,0,197,5.0,0
C04904,Lake City,2022-04-01,18-24,$60k-$89k,Inner suburb,Organic,Android,0,2,57.85,1,39,5.0,0
C04905,Lake City,2023-10-19,25-34,,Inner suburb,Paid search,iOS,0,23,478.49,2,32,4.52,1
C04906,Northport,2024-11-10,35-44,$35k-$59k,Inner suburb,Paid search,iOS,0,2,24.02,0,2,4.62,0
C04907,Lake City,2022-10-02,35-44,$60k-$89k,Inner suburb,Organic,Android,0,11,206.08,4,8,5.0,0
C04908,Mesa Vista,2022-04-19,25-34,,Urban core,Social media,iOS,0,3,56.24,1,16,4.48,0
C04909,Grand Junction,2024-06-01,18-24,Under $35k,Inner suburb,Partnership,iOS,0,4,83.0,1,83,4.34,0
C04910,Grand Junction,2024-11-04,45-54,$35k-$59k,Inner suburb,Social media,iOS,0,6,109.62,2,46,4.93,0
C04911,Lake City,2023-02-27,45-54,$35k-$59k,Urban core,Social media,Android,0,6,143.41,2,40,4.79,0
C04912,Riverton,2022-03-09,55-64,$60k-$89k,Urban core,Organic,Android,0,4,101.21,0,24,5.0,0
C04913,Mesa Vista,2022-07-28,25-34,$35k-$59k,Inner suburb,Paid search,iOS,0,8,121.51,1,63,4.28,1
C04914,Riverton,2022-01-13,35-44,$125k+,Urban core,Partnership,iOS,1,27,763.78,5,8,4.36,2
C04915,Riverton,2024-04-19,35-44,$90k-$124k,Urban core,Social media,iOS,0,0,0.0,0,496,4.68,0
C04916,Lake City,2022-05-12,25-34,$35k-$59k,Inner suburb,Referral,iOS,0,16,263.12,4,23,4.88,0
C04917,Northport,2024-03-06,35-44,$60k-$89k,Urban core,Paid search,Android,0,1,30.26,0,14,4.75,0
C04918,Lake City,2024-04-22,18-24,$35k-$59k,Inner suburb,Paid search,Android,0,0,0.0,1,428,4.5,0
C04919,Mesa Vista,2024-02-11,65+,,Urban core,Social media,iOS,0,4,58.78,0,18,4.6,0
C04920,Lake City,2022-05-26,35-44,$60k-$89k,Outer suburb,Organic,Android,0,11,322.32,2,18,4.67,0
C04921,Grand Junction,2023-11-02,45-54,$90k-$124k,Inner suburb,Paid search,iOS,1,4,84.57,1,8,4.74,0
C04922,Mesa Vista,2024-05-30,25-34,$60k-$89k,Inner suburb,Social media,iOS,0,4,95.55,1,9,4.34,0
C04923,Grand Junction,2022-06-02,45-54,$35k-$59k,Inner suburb,Organic,iOS,0,9,119.78,2,67,4.46,0
C04924,Lake City,2023-06-08,55-64,$90k-$124k,Inner suburb,Paid search,Android,0,1,27.33,0,1,4.7,0
C04925,Grand Junction,2022-03-14,35-44,$125k+,Urban core,Organic,Android,0,38,633.23,4,45,4.78,1
C04926,Mesa Vista,2023-04-23,25-34,Under $35k,Inner suburb,Referral,iOS,0,2,22.9,1,27,5.0,0
C04927,Northport,2024-07-02,25-34,$35k-$59k,Inner suburb,Organic,iOS,1,1,17.8,0,33,5.0,0
C04928,Mesa Vista,2023-09-23,35-44,Under $35k,Urban core,Referral,iOS,0,2,20.9,1,1,4.92,0
C04929,Lake City,2022-03-28,35-44,$35k-$59k,Inner suburb,Organic,Android,0,2,42.42,2,15,4.43,0
C04930,Mesa Vista,2024-07-17,25-34,$90k-$124k,Urban core,Referral,Android,1,2,40.75,0,26,4.59,0
C04931,Lake City,2024-05-31,55-64,Under $35k,Urban core,Organic,iOS,0,22,427.92,2,96,4.66,0
C04932,Mesa Vista,2022-08-04,35-44,$35k-$59k,Inner suburb,Paid search,Android,0,2,44.88,0,8,,0
C04933,Mesa Vista,2022-04-05,18-24,$60k-$89k,Inner suburb,Organic,iOS,0,0,0.0,0,141,4.68,0
C04934,Grand Junction,2024-04-29,25-34,$35k-$59k,Urban core,Paid search,iOS,0,0,0.0,1,164,4.85,0
C04935,Lake City,2024-06-10,45-54,Under $35k,Inner suburb,Referral,iOS,0,17,316.58,1,6,4.39,3
C04936,Northport,2022-03-24,25-34,$125k+,Urban core,Paid search,Android,0,0,0.0,0,163,4.52,0
C04937,Riverton,2022-06-14,65+,$60k-$89k,Outer suburb,Social media,Android,0,3,87.43,1,8,5.0,1
C04938,Riverton,2022-05-20,35-44,$60k-$89k,Inner suburb,Social media,iOS,0,20,621.53,2,53,4.32,0
C04939,Mesa Vista,2022-04-29,45-54,$60k-$89k,Inner suburb,Paid search,iOS,0,2,44.02,0,11,4.71,0
C04940,Northport,2023-07-12,55-64,$125k+,Outer suburb,Partnership,Android,0,0,0.0,0,414,4.43,0
C04941,Lake City,2022-08-04,65+,$60k-$89k,Outer suburb,Social media,iOS,0,2,45.24,0,54,4.4,0
C04942,Northport,2024-04-28,35-44,$60k-$89k,Outer suburb,Paid search,iOS,1,8,185.29,4,18,4.93,0
C04943,Grand Junction,2024-09-19,25-34,$90k-$124k,Inner suburb,Social media,iOS,1,14,307.79,1,37,4.64,0
C04944,Mesa Vista,2023-03-30,25-34,$90k-$124k,Urban core,Referral,Android,0,10,280.84,2,7,,1
C04945,Mesa Vista,2024-04-09,25-34,$60k-$89k,Urban core,Paid search,iOS,0,3,52.26,0,7,,0
C04946,Lake City,2024-02-21,55-64,$60k-$89k,Inner suburb,Paid search,iOS,1,6,126.13,0,9,5.0,0
C04947,Lake City,2024-08-11,45-54,$60k-$89k,Inner suburb,Paid search,Android,0,6,86.54,0,17,4.79,0
C04948,Riverton,2023-08-29,25-34,$60k-$89k,Outer suburb,Organic,iOS,0,26,704.07,3,44,4.44,1
C04949,Riverton,2022-11-27,35-44,$90k-$124k,Urban core,Partnership,Android,0,17,298.1,2,3,5.0,2
C04950,Riverton,2022-09-08,45-54,Under $35k,Inner suburb,Partnership,iOS,0,6,150.9,1,27,4.84,0
C04951,Grand Junction,2023-06-24,55-64,$125k+,Inner suburb,Partnership,Android,0,14,307.65,1,18,4.38,0
C04952,Mesa Vista,2022-07-20,35-44,$60k-$89k,Outer suburb,Organic,Android,0,25,624.78,2,5,4.9,0
C04953,Riverton,2022-08-02,25-34,$125k+,Urban core,Social media,iOS,0,4,94.22,1,19,4.83,0
C04954,Northport,2023-07-30,65+,$60k-$89k,Inner suburb,Organic,iOS,0,3,56.01,0,10,4.72,0
C04955,Grand Junction,2024-07-29,65+,$35k-$59k,Urban core,Organic,Android,0,2,54.26,0,94,5.0,0
C04956,Lake City,2024-03-16,25-34,$60k-$89k,Urban core,Organic,Android,0,0,0.0,0,455,4.73,0
C04957,Lake City,2022-01-31,55-64,$90k-$124k,Inner suburb,Organic,iOS,0,9,214.73,3,39,4.82,0
C04958,Lake City,2022-04-20,55-64,$60k-$89k,Urban core,Referral,iOS,0,1,20.91,0,29,4.19,0
C04959,Northport,2022-04-20,35-44,$90k-$124k,Urban core,Social media,iOS,0,11,340.11,2,3,4.49,0
C04960,Lake City,2024-12-23,45-54,$35k-$59k,Inner suburb,Paid search,Android,0,1,24.46,0,13,4.37,0
C04961,Riverton,2023-06-27,55-64,$60k-$89k,Urban core,Referral,iOS,0,2,52.95,0,11,4.99,0
C04962,Mesa Vista,2023-08-27,25-34,Under $35k,Inner suburb,Referral,Android,0,0,0.0,0,433,,0
C04963,Mesa Vista,2023-03-09,55-64,$60k-$89k,Urban core,Organic,Android,0,0,0.0,1,172,4.5,0
C04964,Grand Junction,2023-05-16,55-64,$35k-$59k,Urban core,Paid search,Android,0,0,0.0,0,453,4.51,0
C04965,Mesa Vista,2022-04-29,18-24,$35k-$59k,Outer suburb,Social media,iOS,0,3,67.93,1,15,4.59,0
C04966,Riverton,2024-02-10,18-24,$35k-$59k,Inner suburb,Organic,Android,0,5,103.62,1,10,5.0,0
C04967,Lake City,2024-12-13,55-64,$35k-$59k,Outer suburb,Paid search,Android,0,12,265.43,1,58,5.0,0
C04968,Lake City,2024-12-08,25-34,$60k-$89k,Inner suburb,Referral,iOS,0,4,135.84,1,6,4.95,0
C04969,Lake City,2023-12-28,65+,Under $35k,Inner suburb,Paid search,iOS,0,0,0.0,0,168,4.63,0
C04970,Mesa Vista,2024-05-17,55-64,Under $35k,Inner suburb,Paid search,iOS,0,1,28.62,0,16,4.4,0
C04971,Northport,2022-09-01,45-54,$60k-$89k,Outer suburb,Paid search,iOS,0,0,0.0,0,263,4.99,0
C04972,Riverton,2024-03-17,45-54,$125k+,Inner suburb,Organic,iOS,0,7,186.77,3,44,,0
C04973,Riverton,2022-07-29,25-34,Under $35k,Outer suburb,Paid search,Android,0,0,0.0,1,172,4.68,0
C04974,Grand Junction,2022-07-16,25-34,Under $35k,Urban core,Partnership,Android,0,1,18.3,0,104,4.89,0
C04975,Grand Junction,2023-08-05,45-54,Under $35k,Inner suburb,Organic,iOS,0,1,26.93,0,27,4.51,0
C04976,Riverton,2023-02-27,35-44,Under $35k,Inner suburb,Organic,iOS,0,1,26.9,1,13,4.43,0
C04977,Mesa Vista,2022-08-12,55-64,Under $35k,Outer suburb,Referral,iOS,1,8,74.64,1,37,,1
C04978,Northport,2024-02-12,55-64,Under $35k,Inner suburb,Referral,Android,0,4,94.77,1,11,4.63,0
C04979,Grand Junction,2023-08-13,55-64,Under $35k,Urban core,Paid search,iOS,0,8,173.82,1,9,4.74,0
C04980,Lake City,2022-10-12,55-64,Under $35k,Inner suburb,Referral,Android,1,16,233.85,1,31,4.54,1
