ride_id,customer_id,request_date,request_hour,day_of_week,weekend,market,trip_type,distance_miles,estimated_duration_min,standard_estimated_wait_min,priority_eligible,priority_estimated_wait_min,priority_surcharge,priority_selected,temperature_f,rain,snow,high_demand,service_disruption,surge_multiplier,quoted_fare,campaign_id,campaign_treatment,campaign_offer_applied,discount_amount,ride_credit_earned,amount_paid,completed,customer_cancelled,driver_cancelled,actual_wait_min,actual_duration_min,driver_id,driver_experience_months,driver_rating_before_ride,vehicle_quality,customer_rating,complaint
R020467,C04936,2025-07-24,13,Thursday,0,Northport,Airport,16.7,35.9,6.8,0,,,0,71.9,1,0,0,0,1.0,41.39,,,0,0.0,0.0,41.39,1,0,0,9.9,36.9,D0428,11,4.68,Standard,5,0
R020468,C02909,2025-12-29,13,Monday,0,Riverton,Commute,3.4,12.1,5.2,1,1.2,4.0,0,53.0,0,0,0,0,1.0,12.04,,,0,0.0,0.0,12.04,1,0,0,4.7,12.9,D0695,44,4.75,Standard,5,0
R020469,C11158,2025-09-23,9,Tuesday,0,Mesa Vista,Commute,3.6,12.3,8.4,0,,,0,72.4,0,0,0,0,1.0,15.23,,,0,0.0,0.0,15.23,1,0,0,4.6,8.0,D1059,19,4.6,Standard,5,0
R020470,C02633,2025-05-02,3,Friday,0,Mesa Vista,Leisure,7.7,16.9,10.0,0,,,0,70.5,1,0,1,0,1.15,26.84,,,0,0.0,0.0,26.84,1,0,0,9.1,21.8,D0211,36,4.92,Standard,,0
R020471,C01777,2025-04-25,17,Friday,0,Northport,Airport,17.8,48.3,7.4,1,1.8,2.0,1,75.5,0,0,1,0,1.25,57.52,,,0,0.0,0.0,59.52,1,0,0,1.8,55.3,D1183,7,4.76,Standard,5,0
R020472,C03234,2025-08-09,9,Saturday,1,Northport,Leisure,12.0,32.0,7.2,0,,,0,97.7,0,0,1,0,1.4,45.36,,,0,0.0,0.0,0.0,0,1,0,10.0,30.4,D1470,19,4.79,Standard,,0
R020473,C07254,2025-03-08,12,Saturday,1,Lake City,Errand,5.5,17.2,6.1,0,,,0,50.1,0,0,0,0,1.0,18.9,,,0,0.0,0.0,18.9,1,0,0,10.0,22.4,D0841,17,4.95,Standard,5,0
R020474,C00247,2025-11-01,12,Saturday,1,Riverton,Commute,7.1,17.9,10.6,1,2.1,4.0,1,36.2,0,0,1,0,1.25,24.65,,,0,0.0,0.0,28.65,1,0,0,3.5,21.5,D0666,5,4.83,Comfort,5,0
R020475,C00906,2025-11-13,10,Thursday,0,Riverton,Commute,8.2,20.7,7.5,0,,,0,32.9,0,0,0,0,1.0,22.24,,,0,0.0,0.0,22.24,1,0,0,7.4,17.5,D0816,24,4.63,Comfort,5,0
R020476,C08294,2025-05-19,21,Monday,0,Grand Junction,Errand,5.3,15.4,8.8,0,,,0,59.7,1,0,0,0,1.0,16.66,,,0,0.0,0.0,16.66,1,0,0,10.6,18.7,D1155,28,4.61,Comfort,,0
R020477,C07305,2025-10-17,8,Friday,0,Lake City,Leisure,12.9,36.8,8.7,0,,,0,64.5,0,0,1,0,1.4,50.42,,,0,0.0,0.0,50.42,1,0,0,8.0,40.7,D0350,11,4.7,Standard,5,0
R020478,C03132,2025-12-26,13,Friday,0,Lake City,Leisure,3.2,9.6,7.9,0,,,0,29.2,0,1,0,0,1.0,13.25,,,0,0.0,0.0,13.25,1,0,0,10.9,8.7,D1083,16,4.73,Standard,4,0
R020479,C11962,2025-06-07,17,Saturday,1,Lake City,Airport,11.8,34.2,6.3,0,,,0,92.0,0,0,0,0,1.0,33.54,WINBACK_2025_06,20% off,0,0.0,0.0,33.54,1,0,0,4.5,26.4,D1215,2,4.81,Standard,,0
R020480,C06885,2025-11-16,18,Sunday,1,Riverton,Leisure,6.2,17.8,5.0,0,,,0,45.8,0,0,0,0,1.0,18.14,,,0,0.0,0.0,18.14,1,0,0,7.8,23.9,D1145,15,4.69,Standard,5,0
R020481,C04953,2025-04-07,8,Monday,0,Riverton,Commute,18.7,46.9,10.2,1,1.9,6.0,0,61.5,1,0,1,0,1.6,73.87,,,0,0.0,0.0,73.87,1,0,0,11.9,45.3,D0018,31,4.81,Standard,5,0
R020482,C11163,2025-01-27,17,Monday,0,Riverton,Errand,1.6,4.6,7.6,0,,,0,33.9,0,1,0,0,1.0,7.28,,,0,0.0,0.0,7.28,1,0,0,6.1,7.9,D1363,12,4.77,Standard,5,0
R020483,C10406,2025-07-04,17,Friday,0,Grand Junction,Commute,2.8,8.1,8.1,0,,,0,90.9,1,0,0,0,1.0,10.73,,,0,0.0,0.0,10.73,1,0,0,6.3,10.2,D1641,9,5.0,Standard,5,0
R020484,C07335,2025-04-19,7,Saturday,1,Lake City,Airport,9.4,27.7,7.0,0,,,0,67.4,0,0,1,0,1.25,34.95,,,0,0.0,0.0,34.95,1,0,0,8.0,36.0,D0329,28,4.8,Standard,5,0
R020485,C00470,2025-06-19,9,Thursday,0,Riverton,Leisure,15.6,40.7,6.1,0,,,0,77.4,1,0,0,0,1.0,39.44,WINBACK_2025_06,Message only,0,0.0,0.0,39.44,1,0,0,3.6,45.9,D0207,20,4.73,Standard,5,0
R020486,C01405,2025-06-13,20,Friday,0,Riverton,Errand,4.5,10.6,6.2,0,,,0,85.5,1,0,0,0,1.0,13.62,WINBACK_2025_06,$5 ride credit,1,0.0,5.0,13.62,1,0,0,7.6,13.2,D1457,16,4.63,Premium,4,0
R020487,C02777,2025-08-24,20,Sunday,1,Lake City,Airport,8.6,18.9,9.3,0,,,0,63.5,0,0,1,0,1.15,28.33,,,0,0.0,0.0,28.33,1,0,0,10.7,19.2,D0306,5,4.73,Standard,5,0
R020488,C07223,2025-04-15,7,Tuesday,0,Lake City,Commute,14.8,40.7,4.7,0,,,0,69.2,0,0,0,0,1.0,40.16,,,0,0.0,0.0,40.16,1,0,0,2.6,44.1,D0946,39,4.78,Standard,5,0
R020489,C00005,2025-05-03,20,Saturday,1,Lake City,Leisure,5.0,13.3,7.2,0,,,0,55.5,0,0,1,0,1.6,27.48,,,0,0.0,0.0,27.48,1,0,0,7.1,14.1,D1119,24,4.63,Comfort,,0
R020490,C06643,2025-03-13,11,Thursday,0,Northport,Airport,12.2,26.5,7.2,0,,,0,45.3,0,0,1,0,1.25,39.42,,,0,0.0,0.0,39.42,1,0,0,7.9,25.8,D0501,18,4.58,Standard,5,0
R020491,C02295,2025-09-28,7,Sunday,1,Mesa Vista,Leisure,7.3,17.8,7.2,0,,,0,64.6,0,0,1,0,1.4,31.98,,,0,0.0,0.0,31.98,1,0,0,4.9,13.8,D1258,21,4.56,Standard,5,0
R020492,C04639,2025-04-06,12,Sunday,1,Riverton,Airport,20.7,46.8,10.4,0,,,0,35.5,0,0,0,0,1.0,49.61,,,0,0.0,0.0,0.0,0,1,0,13.3,49.1,D1147,5,4.86,Standard,,0
R020493,C04245,2025-10-11,10,Saturday,1,Grand Junction,Commute,3.0,9.4,5.5,0,,,0,51.7,0,0,0,0,1.0,11.36,,,0,0.0,0.0,11.36,1,0,0,4.7,9.4,D0875,5,4.64,Standard,,0
R020494,C02923,2025-10-29,9,Wednesday,0,Mesa Vista,Business,10.0,24.9,5.0,0,,,0,39.9,0,0,0,0,1.0,29.08,,,0,0.0,0.0,29.08,1,0,0,4.7,27.3,D0698,9,4.74,Standard,,0
R020495,C06154,2025-07-22,18,Tuesday,0,Mesa Vista,Commute,2.6,10.3,8.3,0,,,0,92.4,0,0,1,0,1.25,16.33,,,0,0.0,0.0,16.33,1,0,0,11.2,8.5,D1405,25,4.84,Premium,5,0
R020496,C06127,2025-12-15,21,Monday,0,Riverton,Errand,5.7,18.7,9.0,0,,,0,35.6,0,0,1,0,1.15,20.1,,,0,0.0,0.0,20.1,1,0,0,11.6,20.7,D0770,33,4.69,Standard,5,0
R020497,C08025,2025-02-04,6,Tuesday,0,Riverton,Airport,7.7,20.6,6.1,1,1.9,5.0,1,56.5,0,0,0,0,1.0,21.35,,,0,0.0,0.0,26.35,1,0,0,2.7,19.7,D1548,41,4.7,Standard,4,0
R020498,C07485,2025-10-15,8,Wednesday,0,Northport,Commute,8.1,25.6,8.2,0,,,0,45.2,0,0,0,0,1.0,24.24,,,0,0.0,0.0,24.24,1,0,0,8.6,27.2,D0258,40,4.91,Standard,5,0
R020499,C03248,2025-11-12,15,Wednesday,0,Northport,Leisure,3.8,13.0,6.1,0,,,0,43.2,0,0,0,0,1.0,14.03,,,0,0.0,0.0,14.03,1,0,0,8.2,12.4,D0296,52,4.82,Comfort,5,0
R020500,C01990,2025-04-19,12,Saturday,1,Mesa Vista,Business,8.4,17.6,7.1,1,1.2,5.0,1,59.8,0,0,0,0,1.0,24.7,,,0,0.0,0.0,29.7,1,0,0,0.8,16.1,D0876,6,4.73,Standard,5,0
R020501,C06718,2025-03-26,8,Wednesday,0,Northport,Airport,14.0,34.9,6.2,0,,,0,50.7,0,0,0,0,1.0,36.5,,,0,0.0,0.0,36.5,1,0,0,10.5,34.4,D0751,32,4.91,Standard,,0
R020502,C07329,2025-12-16,10,Tuesday,0,Riverton,Commute,7.3,23.7,4.3,1,1.2,5.0,1,34.9,0,0,0,0,1.0,21.34,,,0,0.0,0.0,26.34,1,0,0,0.8,25.7,D0384,41,4.78,Standard,4,0
R020503,C05670,2025-09-19,0,Friday,0,Mesa Vista,Errand,23.3,49.5,6.7,0,,,0,73.6,0,0,0,0,1.0,57.5,,,0,0.0,0.0,57.5,1,0,0,5.3,49.7,D0476,10,4.78,Standard,5,0
R020504,C06945,2025-11-19,9,Wednesday,0,Northport,Errand,2.9,12.0,5.9,0,,,0,62.3,0,0,0,0,1.0,12.26,,,0,0.0,0.0,12.26,1,0,0,6.1,15.5,D0056,18,4.92,Standard,,0
R020505,C11746,2025-01-10,20,Friday,0,Lake City,Business,4.8,13.8,7.1,0,,,0,39.2,0,1,0,0,1.0,16.94,,,0,0.0,0.0,16.94,1,0,0,6.3,8.6,D0117,18,4.81,Standard,5,0
R020506,C04227,2025-08-14,11,Thursday,0,Lake City,Leisure,15.2,37.5,4.4,0,,,0,88.7,0,0,0,0,1.0,40.15,,,0,0.0,0.0,40.15,1,0,0,7.2,38.3,D0482,27,4.79,Comfort,5,0
R020507,C08198,2025-02-20,13,Thursday,0,Lake City,Airport,9.1,22.5,5.2,0,,,0,30.3,0,0,0,0,1.0,26.29,,,0,0.0,0.0,26.29,1,0,0,8.5,24.3,D0229,73,4.62,Standard,5,0
R020508,C10980,2025-08-05,15,Tuesday,0,Northport,Leisure,2.0,11.4,7.9,0,,,0,77.5,0,0,0,0,1.0,10.57,,,0,0.0,0.0,10.57,1,0,0,6.5,9.9,D1408,12,5.0,Standard,5,0
R020509,C06205,2025-02-02,19,Sunday,1,Northport,Business,7.3,19.2,8.4,0,,,0,20.0,0,0,1,0,1.6,34.32,,,0,0.0,0.0,34.32,1,0,0,9.3,21.0,D0893,26,4.69,Comfort,,0
R020510,C09146,2025-01-18,10,Saturday,1,Lake City,Airport,9.6,18.8,6.9,0,,,0,38.9,0,1,0,0,1.0,26.34,,,0,0.0,0.0,26.34,1,0,0,10.0,23.9,D0174,20,4.86,Standard,5,0
R020511,C08799,2025-12-01,15,Monday,0,Grand Junction,Airport,18.5,41.8,6.1,1,1.8,5.0,1,31.6,1,0,0,0,1.0,45.3,,,0,0.0,0.0,50.3,1,0,0,3.6,44.0,D1177,37,4.77,Comfort,5,0
R020512,C07112,2025-10-24,6,Friday,0,Riverton,Errand,9.4,20.5,8.8,0,,,0,78.3,0,0,1,0,1.25,30.34,,,0,0.0,0.0,30.34,1,0,0,10.7,21.8,D1508,17,4.97,Comfort,,0
R020513,C10437,2025-07-02,10,Wednesday,0,Lake City,Commute,2.7,9.3,6.1,0,,,0,90.1,0,0,0,0,1.0,12.32,,,0,0.0,0.0,12.32,1,0,0,7.6,15.2,D1761,34,4.64,Comfort,5,0
R020514,C04675,2025-04-11,10,Friday,0,Grand Junction,Errand,3.3,9.4,5.7,0,,,0,56.2,0,0,0,0,1.0,11.88,,,0,0.0,0.0,11.88,1,0,0,5.5,7.5,D1009,19,4.96,Comfort,5,0
R020515,C05755,2025-05-21,4,Wednesday,0,Riverton,Leisure,11.1,23.7,6.6,0,,,0,72.4,0,0,0,0,1.0,27.92,,,0,0.0,0.0,27.92,1,0,0,4.2,20.8,D0252,6,5.0,Standard,5,0
R020516,C10715,2025-07-16,17,Wednesday,0,Mesa Vista,Leisure,12.6,35.7,6.1,0,,,0,78.7,0,0,0,0,1.0,35.95,,,0,0.0,0.0,0.0,0,1,0,9.3,37.3,D0870,18,4.81,Comfort,,0
R020517,C11818,2025-05-12,18,Monday,0,Mesa Vista,Errand,5.8,19.4,7.8,0,,,0,64.8,0,0,0,0,1.0,20.6,,,0,0.0,0.0,20.6,1,0,0,10.6,24.1,D0638,8,4.87,Standard,5,0
R020518,C08823,2025-09-07,17,Sunday,1,Grand Junction,Commute,2.6,7.8,7.1,1,1.2,4.0,1,70.5,0,0,1,0,1.6,16.5,,,0,0.0,0.0,20.5,1,0,0,1.3,7.3,D0003,13,4.69,Standard,,0
R020519,C06198,2025-05-29,12,Thursday,0,Lake City,Commute,6.8,17.6,6.5,0,,,0,68.3,0,0,0,0,1.0,21.24,,,0,0.0,0.0,21.24,1,0,0,9.3,17.2,D0612,14,5.0,Standard,4,0
R020520,C04103,2025-06-09,20,Monday,0,Grand Junction,Leisure,2.9,10.6,8.0,0,,,0,75.5,0,0,0,0,1.0,11.45,WINBACK_2025_06,Message only,0,0.0,0.0,11.45,1,0,0,7.4,12.9,D0239,25,4.83,Standard,5,0
R020521,C08871,2025-01-23,17,Thursday,0,Mesa Vista,Errand,3.8,14.2,7.7,0,,,0,32.9,0,0,1,0,1.4,22.4,,,0,0.0,0.0,22.4,1,0,0,7.7,21.1,D1727,12,5.0,Standard,4,0
R020522,C00680,2025-06-27,5,Friday,0,Grand Junction,Errand,9.5,21.6,10.0,0,,,0,92.7,1,0,1,0,1.4,35.4,WINBACK_2025_06,$5 off,0,0.0,0.0,35.4,1,0,0,12.9,20.7,D1550,23,4.79,Standard,5,0
R020523,C05680,2025-08-19,17,Tuesday,0,Mesa Vista,Commute,4.4,12.9,6.4,0,,,0,85.3,0,0,0,0,1.0,16.75,,,0,0.0,0.0,16.75,1,0,0,8.0,15.4,D1293,27,4.86,Standard,5,0
R020524,C07732,2025-11-15,19,Saturday,1,Northport,Leisure,5.5,16.2,10.5,0,,,0,22.3,1,0,1,0,1.25,22.1,,,0,0.0,0.0,0.0,0,0,1,11.9,22.0,D1676,4,4.93,Standard,,0
R020525,C03561,2025-03-11,9,Tuesday,0,Northport,Commute,1.5,8.5,8.1,0,,,0,38.6,0,0,0,1,1.0,9.06,,,0,0.0,0.0,9.06,1,0,0,14.6,3.6,D1231,5,4.73,Standard,4,0
R020526,C00844,2025-05-09,21,Friday,0,Grand Junction,Errand,3.7,10.4,6.3,0,,,0,68.0,0,0,0,0,1.0,12.79,,,0,0.0,0.0,12.79,1,0,0,6.8,16.1,D0545,7,4.79,Standard,,0
R020527,C07905,2025-08-21,8,Thursday,0,Riverton,Commute,13.2,37.3,4.5,1,1.7,6.0,0,76.5,0,0,0,0,1.0,34.54,,,0,0.0,0.0,34.54,1,0,0,5.3,36.4,D1227,27,4.98,Comfort,5,0
R020528,C11879,2025-05-10,9,Saturday,1,Mesa Vista,Airport,27.4,66.5,6.4,0,,,0,65.0,0,0,0,0,1.0,68.33,,,0,0.0,0.0,68.33,1,0,0,5.7,66.1,D1252,9,4.85,Standard,4,0
R020529,C09733,2025-11-21,4,Friday,0,Lake City,Leisure,2.4,10.8,9.5,1,5.9,4.0,0,39.1,1,0,0,0,1.0,12.13,,,0,0.0,0.0,12.13,1,0,0,11.4,15.4,D0767,49,4.79,Premium,5,0
R020530,C02028,2025-09-10,14,Wednesday,0,Mesa Vista,Commute,10.0,21.1,5.9,0,,,0,51.8,0,0,0,0,1.0,28.24,,,0,0.0,0.0,28.24,1,0,0,6.5,23.5,D1047,19,4.89,Comfort,,0
R020531,C10762,2025-04-07,5,Monday,0,Grand Junction,Errand,15.2,35.6,8.9,0,,,0,59.2,0,0,1,0,1.15,43.96,,,0,0.0,0.0,43.96,1,0,0,6.8,34.5,D0554,2,4.79,Comfort,5,0
R020532,C00027,2025-01-04,20,Saturday,1,Grand Junction,Commute,4.6,11.4,8.0,1,1.2,5.0,0,25.0,0,0,0,0,1.0,14.57,,,0,0.0,0.0,14.57,1,0,0,8.8,10.5,D0735,49,4.91,Standard,5,0
R020533,C05767,2025-02-17,14,Monday,0,Mesa Vista,Commute,7.9,22.9,6.2,0,,,0,35.1,0,0,0,0,1.0,25.0,,,0,0.0,0.0,25.0,1,0,0,6.3,17.6,D0277,28,4.85,Standard,5,0
R020534,C03093,2025-09-05,20,Friday,0,Mesa Vista,Airport,10.4,24.6,7.2,1,1.2,4.0,1,77.7,1,0,0,0,1.0,29.7,,,0,0.0,0.0,33.7,1,0,0,0.8,25.7,D1090,13,4.64,Premium,5,0
R020535,C01721,2025-08-13,13,Wednesday,0,Grand Junction,Airport,14.3,32.1,8.9,0,,,0,65.8,1,0,1,0,1.25,44.88,,,0,0.0,0.0,44.88,1,0,0,12.6,34.6,D1197,7,4.9,Standard,4,0
R020536,C08138,2025-06-30,15,Monday,0,Grand Junction,Airport,16.3,33.9,5.5,0,,,0,79.1,0,0,0,0,1.0,39.76,WINBACK_2025_06,Control,0,0.0,0.0,39.76,1,0,0,5.3,34.4,D0133,22,4.68,Standard,4,0
R020537,C09138,2025-11-04,15,Tuesday,0,Lake City,Leisure,1.6,5.5,6.1,1,1.2,4.0,0,59.6,0,0,0,0,1.0,9.58,,,0,0.0,0.0,9.58,1,0,0,2.6,10.1,D1601,5,5.0,Standard,,0
R020538,C06769,2025-02-21,11,Friday,0,Northport,Airport,13.8,29.7,7.7,1,1.2,4.0,1,38.5,0,0,1,0,1.6,56.01,,,0,0.0,0.0,60.01,1,0,0,0.8,28.7,D0675,18,4.66,Standard,5,0
R020539,C10347,2025-11-02,18,Sunday,1,Mesa Vista,Errand,8.2,22.6,7.7,1,2.5,5.0,0,44.1,0,0,1,0,1.25,31.82,,,0,0.0,0.0,31.82,1,0,0,3.4,25.7,D0426,3,4.87,Standard,,0
R020540,C03184,2025-06-24,18,Tuesday,0,Lake City,Commute,6.5,15.5,5.2,1,1.2,7.0,0,77.4,0,0,0,0,1.0,20.26,WINBACK_2025_06,$5 ride credit,0,0.0,0.0,20.26,1,0,0,7.1,19.3,D1391,18,4.94,Standard,4,0
R020541,C00993,2025-11-27,20,Thursday,0,Grand Junction,Airport,16.1,35.3,7.0,0,,,0,48.5,0,0,0,0,1.0,39.72,,,0,0.0,0.0,0.0,0,1,0,5.6,40.5,D1221,15,5.0,Standard,,0
R020542,C01964,2025-07-04,14,Friday,0,Northport,Airport,11.2,26.6,6.3,0,,,0,78.3,0,0,0,0,1.0,29.83,,,0,0.0,0.0,29.83,1,0,0,8.9,28.3,D0070,13,4.83,Standard,,0
R020543,C08433,2025-10-31,10,Friday,0,Grand Junction,Leisure,22.8,51.9,5.9,1,1.2,5.0,0,57.9,0,0,0,0,1.0,54.96,,,0,0.0,0.0,54.96,1,0,0,8.7,56.2,D0035,28,4.93,Standard,4,0
R020544,C03760,2025-07-18,4,Friday,0,Mesa Vista,Commute,7.5,16.2,6.3,0,,,0,73.0,0,0,0,0,1.0,22.84,,,0,0.0,0.0,22.84,1,0,0,8.2,14.5,D0571,28,4.78,Standard,,0
R020545,C08391,2025-07-05,17,Saturday,1,Grand Junction,Leisure,5.8,16.1,9.9,0,,,0,82.2,0,0,0,0,1.0,17.68,,,0,0.0,0.0,17.68,1,0,0,11.2,16.0,D0899,11,4.82,Standard,5,0
R020546,C02511,2025-05-08,5,Thursday,0,Riverton,Airport,14.5,34.9,8.7,0,,,0,70.7,0,0,0,0,1.0,36.26,,,0,0.0,0.0,36.26,1,0,0,10.3,40.4,D0298,26,4.72,Standard,,0
R020547,C06977,2025-12-16,18,Tuesday,0,Lake City,Leisure,13.2,36.2,6.6,0,,,0,44.2,0,0,0,0,1.0,36.4,,,0,0.0,0.0,36.4,1,0,0,10.6,38.2,D1358,22,4.96,Standard,,0
R020548,C09028,2025-05-27,22,Tuesday,0,Mesa Vista,Leisure,7.2,15.3,7.4,0,,,0,65.3,1,0,0,0,1.0,22.12,,,0,0.0,0.0,22.12,1,0,0,7.4,15.4,D0056,33,4.79,Comfort,5,0
R020549,C01940,2025-11-29,18,Saturday,1,Grand Junction,Commute,5.3,12.7,6.6,0,,,0,39.7,0,0,0,0,1.0,16.06,,,0,0.0,0.0,0.0,0,0,1,7.0,13.2,D0438,16,4.79,Standard,,0
R020550,C07837,2025-10-24,16,Friday,0,Mesa Vista,Leisure,1.9,5.9,5.7,0,,,0,74.0,0,0,0,0,1.0,10.88,,,0,0.0,0.0,10.88,1,0,0,4.1,8.2,D0748,19,4.69,Standard,5,0
R020551,C01272,2025-04-15,0,Tuesday,0,Riverton,Airport,15.9,34.0,7.9,0,,,0,54.7,0,0,0,0,1.0,38.49,,,0,0.0,0.0,38.49,1,0,0,8.9,36.3,D0226,10,4.93,Comfort,,0
R020552,C10446,2025-05-05,5,Monday,0,Grand Junction,Commute,4.6,13.0,5.0,0,,,0,80.8,0,0,0,0,1.0,14.92,,,0,0.0,0.0,14.92,1,0,0,4.5,14.0,D0980,9,4.55,Comfort,,0
R020553,C06636,2025-03-15,19,Saturday,1,Riverton,Commute,8.7,28.8,8.6,0,,,0,48.8,0,0,1,0,1.15,28.62,,,0,0.0,0.0,28.62,1,0,0,9.6,30.3,D1759,38,4.89,Standard,5,0
R020554,C05688,2025-04-06,19,Sunday,1,Lake City,Airport,6.6,19.7,12.5,0,,,0,62.1,0,0,1,0,1.25,26.69,,,0,0.0,0.0,26.69,1,0,0,10.3,26.3,D0283,64,4.82,Standard,5,0
R020555,C07552,2025-04-23,14,Wednesday,0,Mesa Vista,Errand,4.7,7.6,5.1,1,1.2,3.0,0,55.9,0,0,0,0,1.0,16.1,,,0,0.0,0.0,16.1,1,0,0,5.4,8.7,D0807,9,4.68,Comfort,,0
R020556,C02457,2025-05-18,23,Sunday,1,Grand Junction,Commute,2.0,11.4,11.0,0,,,0,71.0,1,0,1,0,1.6,16.11,,,0,0.0,0.0,16.11,1,0,0,11.9,15.9,D0465,31,4.92,Standard,5,0
R020557,C06832,2025-06-09,18,Monday,0,Lake City,Leisure,8.0,25.1,11.8,0,,,0,78.4,0,0,1,0,1.25,31.2,WINBACK_2025_06,20% off,1,6.24,0.0,24.96,1,0,0,8.4,26.2,D0345,14,5.0,Standard,5,0
R020558,C11024,2025-07-13,18,Sunday,1,Grand Junction,Commute,13.4,37.1,10.0,1,4.6,6.0,0,87.6,0,0,1,0,1.4,49.62,,,0,0.0,0.0,49.62,1,0,0,11.7,36.9,D1396,11,4.92,Comfort,,0
R020559,C00186,2025-08-11,7,Monday,0,Northport,Errand,15.1,42.3,10.6,0,,,0,94.9,0,0,1,0,1.4,56.04,,,0,0.0,0.0,56.04,1,0,0,11.8,47.5,D0587,8,4.87,Comfort,5,0
R020560,C08250,2025-08-17,17,Sunday,1,Grand Junction,Errand,3.9,19.9,13.2,1,6.2,5.0,0,74.6,1,0,1,0,1.4,21.32,,,0,0.0,0.0,21.32,1,0,0,13.6,22.9,D0377,18,4.7,Standard,5,0
R020561,C10371,2025-10-29,12,Wednesday,0,Riverton,Leisure,14.9,34.9,7.4,1,1.9,2.0,0,79.8,1,0,0,0,1.0,36.96,,,0,0.0,0.0,36.96,1,0,0,10.0,40.0,D1531,10,4.81,Standard,5,0
R020562,C02622,2025-09-02,5,Tuesday,0,Grand Junction,Airport,20.5,42.0,5.3,0,,,0,76.7,0,0,0,0,1.0,48.8,,,0,0.0,0.0,0.0,0,1,0,8.9,47.3,D1782,12,4.72,Standard,,0
R020563,C09122,2025-01-23,3,Thursday,0,Northport,Airport,12.2,28.4,8.6,0,,,0,23.5,0,0,0,0,1.0,31.95,,,0,0.0,0.0,0.0,0,1,0,9.2,31.0,D1273,12,4.91,Standard,,0
R020564,C05902,2025-01-24,17,Friday,0,Lake City,Commute,8.3,23.3,9.3,1,5.3,4.0,0,28.1,1,0,1,0,1.4,35.12,,,0,0.0,0.0,35.12,1,0,0,9.8,25.1,D0817,6,5.0,Standard,,0
R020565,C04619,2025-08-06,19,Wednesday,0,Riverton,Commute,10.1,26.4,9.4,0,,,0,81.0,0,0,0,0,1.0,26.78,,,0,0.0,0.0,26.78,1,0,0,8.7,29.4,D1546,28,4.99,Standard,,0
R020566,C03899,2025-07-28,1,Monday,0,Mesa Vista,Airport,21.4,48.7,12.2,0,,,0,81.6,1,0,0,0,1.0,54.04,,,0,0.0,0.0,54.04,1,0,0,12.2,51.6,D1481,4,4.68,Comfort,,0
R020567,C11253,2025-01-26,4,Sunday,1,Mesa Vista,Airport,26.9,58.1,7.3,0,,,0,24.7,0,0,1,0,1.4,91.87,,,0,0.0,0.0,91.87,1,0,0,8.7,61.3,D0407,11,4.9,Standard,5,0
R020568,C04500,2025-04-12,22,Saturday,1,Grand Junction,Leisure,4.4,13.0,6.3,0,,,0,55.1,0,0,0,0,1.0,14.57,,,0,0.0,0.0,14.57,1,0,0,3.7,15.3,D1007,29,4.98,Comfort,4,0
R020569,C00930,2025-09-27,21,Saturday,1,Mesa Vista,Airport,8.7,21.2,8.3,1,2.2,7.0,0,74.2,0,0,0,0,1.0,26.01,,,0,0.0,0.0,26.01,1,0,0,10.5,23.2,D1390,6,4.8,Comfort,5,0
R020570,C01433,2025-08-04,7,Monday,0,Mesa Vista,Errand,18.3,45.2,4.8,0,,,0,90.1,0,0,0,0,1.0,47.9,,,0,0.0,0.0,47.9,1,0,0,5.7,43.2,D0297,14,4.69,Standard,,0
R020571,C07600,2025-07-11,12,Friday,0,Mesa Vista,Business,3.6,10.6,10.2,0,,,0,88.1,0,0,0,0,1.0,14.86,,,0,0.0,0.0,14.86,1,0,0,9.5,9.9,D1425,8,4.83,Standard,,0
R020572,C04594,2025-05-10,7,Saturday,1,Northport,Errand,2.5,8.3,6.3,0,,,0,68.5,0,0,0,0,1.0,10.75,,,0,0.0,0.0,10.75,1,0,0,4.4,7.1,D0928,8,4.85,Standard,5,0
R020573,C03670,2025-09-24,8,Wednesday,0,Northport,Errand,3.5,12.8,6.4,0,,,0,71.7,1,0,0,0,1.0,13.47,,,0,0.0,0.0,13.47,1,0,0,7.0,15.4,D0569,20,4.82,Standard,5,0
R020574,C03051,2025-01-21,0,Tuesday,0,Northport,Commute,4.0,10.4,7.6,0,,,0,16.5,0,0,1,0,1.6,22.09,,,0,0.0,0.0,0.0,0,1,0,9.6,16.1,D0442,5,4.81,Standard,,0
R020575,C00825,2025-07-26,11,Saturday,1,Mesa Vista,Airport,6.2,13.9,7.4,1,1.2,7.0,0,87.3,0,0,1,0,1.4,28.12,,,0,0.0,0.0,28.12,1,0,0,9.6,13.5,D0614,4,4.98,Standard,,0
R020576,C10120,2025-02-23,13,Sunday,1,Northport,Commute,3.1,8.6,7.6,1,1.2,4.0,0,40.3,0,1,0,0,1.0,11.86,,,0,0.0,0.0,11.86,1,0,0,8.0,9.2,D0709,4,4.55,Standard,4,0
R020577,C09356,2025-01-28,11,Tuesday,0,Lake City,Errand,3.8,12.4,5.5,1,1.2,4.0,0,32.7,0,0,0,0,1.0,14.9,,,0,0.0,0.0,14.9,1,0,0,4.2,12.4,D0546,20,4.84,Standard,5,0
R020578,C10910,2025-12-05,23,Friday,0,Riverton,Leisure,11.9,28.0,7.8,0,,,0,40.7,0,0,0,0,1.0,30.25,,,0,0.0,0.0,30.25,1,0,0,8.8,31.6,D1168,15,4.83,Standard,5,0
